mode	id	prompt_tokens	generated_tokens	decode_s	gen_tps	draft_slots	draft_accepted	draft_blocks	acceptance_pct	output_file
no_draft	case_015	22	128	4.029426	31.766311	0	0	0	0.000	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_015.txt
no_draft	case_016	19	128	4.028298	31.775206	0	0	0	0.000	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_016.txt
no_draft	case_017	26	128	4.037968	31.699112	0	0	0	0.000	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_017.txt
no_draft	case_018	25	128	4.028084	31.776894	0	0	0	0.000	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_018.txt
no_draft	case_019	19	128	4.061570	31.514907	0	0	0	0.000	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_019.txt
no_draft	case_020	18	128	4.025163	31.799954	0	0	0	0.000	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_020.txt
no_draft	case_021	18	128	4.024948	31.801653	0	0	0	0.000	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_021.txt
no_draft	case_022	16	128	4.049242	31.610855	0	0	0	0.000	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_022.txt
no_draft	case_023	14	128	4.021772	31.826767	0	0	0	0.000	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_023.txt
no_draft	case_024	15	128	4.023475	31.813296	0	0	0	0.000	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_024.txt
no_draft	case_025	20	128	4.028097	31.776792	0	0	0	0.000	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_025.txt
no_draft	case_026	17	128	4.025299	31.798880	0	0	0	0.000	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_026.txt
no_draft	case_027	14	128	4.027275	31.783278	0	0	0	0.000	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_027.txt
no_draft	case_028	16	128	4.035867	31.715614	0	0	0	0.000	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_028.txt
no_draft	case_029	18	128	4.026674	31.788022	0	0	0	0.000	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_029.txt
no_draft	case_030	23	128	4.041481	31.671558	0	0	0	0.000	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_030.txt
no_draft	case_031	22	128	4.020678	31.835427	0	0	0	0.000	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_031.txt
no_draft	case_032	18	128	4.029989	31.761873	0	0	0	0.000	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_032.txt
no_draft	case_033	15	128	4.022499	31.821015	0	0	0	0.000	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_033.txt
no_draft	case_034	22	128	4.023949	31.809548	0	0	0	0.000	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_034.txt
no_draft	case_035	23	128	4.022048	31.824583	0	0	0	0.000	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_035.txt
no_draft	case_036	21	128	4.028088	31.776863	0	0	0	0.000	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_036.txt
no_draft	case_037	18	128	4.042301	31.665133	0	0	0	0.000	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_037.txt
no_draft	case_038	26	128	4.026802	31.787011	0	0	0	0.000	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_038.txt
no_draft	case_039	23	128	4.027736	31.779640	0	0	0	0.000	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_039.txt
no_draft	case_040	21	128	4.045886	31.637075	0	0	0	0.000	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_040.txt
no_draft	case_041	15	128	4.025153	31.800033	0	0	0	0.000	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_041.txt
no_draft	case_042	14	128	4.017143	31.863441	0	0	0	0.000	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_042.txt
no_draft	case_043	18	128	4.019029	31.848489	0	0	0	0.000	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_043.txt
no_draft	case_044	20	128	4.027359	31.782615	0	0	0	0.000	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_044.txt
no_draft	case_045	18	128	4.024229	31.807335	0	0	0	0.000	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_045.txt
no_draft	case_046	19	128	4.024229	31.807335	0	0	0	0.000	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_046.txt
no_draft	case_047	16	128	4.024929	31.801803	0	0	0	0.000	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_047.txt
no_draft	case_048	18	128	4.040783	31.677029	0	0	0	0.000	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_048.txt
no_draft	case_049	18	128	4.027403	31.782268	0	0	0	0.000	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_049.txt
no_draft	case_050	27	128	4.021273	31.830716	0	0	0	0.000	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_050.txt
no_draft	case_051	21	128	4.046340	31.633526	0	0	0	0.000	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_051.txt
no_draft	case_052	19	128	4.023717	31.811382	0	0	0	0.000	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_052.txt
no_draft	case_053	22	128	4.025498	31.797308	0	0	0	0.000	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_053.txt
no_draft	case_054	24	128	4.024888	31.802127	0	0	0	0.000	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_054.txt
no_draft	case_055	25	128	4.025757	31.795262	0	0	0	0.000	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_055.txt
no_draft	case_056	18	128	4.027180	31.784028	0	0	0	0.000	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_056.txt
no_draft	case_057	22	128	4.027371	31.782520	0	0	0	0.000	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_057.txt
no_draft	case_058	25	128	4.045803	31.637724	0	0	0	0.000	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_058.txt
no_draft	case_059	23	128	4.029522	31.765554	0	0	0	0.000	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_059.txt
no_draft	case_060	17	128	4.036064	31.714066	0	0	0	0.000	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_060.txt
no_draft	case_061	16	128	4.043737	31.653888	0	0	0	0.000	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_061.txt
no_draft	case_062	14	128	4.024959	31.801566	0	0	0	0.000	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_062.txt
no_draft	case_063	15	128	4.021852	31.826134	0	0	0	0.000	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_063.txt
no_draft	case_064	12	128	4.020345	31.838064	0	0	0	0.000	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_064.txt
no_draft	case_065	15	128	4.023891	31.810007	0	0	0	0.000	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_065.txt
no_draft	case_066	16	128	4.026516	31.789269	0	0	0	0.000	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_066.txt
no_draft	case_067	17	128	4.021305	31.830463	0	0	0	0.000	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_067.txt
no_draft	case_068	17	128	4.021795	31.826585	0	0	0	0.000	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_068.txt
no_draft	case_069	18	128	4.034951	31.722814	0	0	0	0.000	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_069.txt
no_draft	case_070	24	128	4.023551	31.812695	0	0	0	0.000	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_070.txt
no_draft	case_071	24	128	4.039686	31.685631	0	0	0	0.000	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_071.txt
no_draft	case_072	17	128	4.023011	31.816965	0	0	0	0.000	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_072.txt
no_draft	case_073	15	128	4.029605	31.764900	0	0	0	0.000	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_073.txt
no_draft	case_074	15	128	4.019912	31.841493	0	0	0	0.000	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_074.txt
no_draft	case_075	16	128	4.028627	31.772611	0	0	0	0.000	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_075.txt
no_draft	case_076	22	128	4.024669	31.803858	0	0	0	0.000	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_076.txt
no_draft	case_077	24	128	4.027226	31.783664	0	0	0	0.000	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_077.txt
no_draft	case_078	28	128	4.050491	31.601107	0	0	0	0.000	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_078.txt
no_draft	case_079	20	128	4.030021	31.761621	0	0	0	0.000	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_079.txt
no_draft	case_080	13	16	0.502055	31.869018	0	0	0	0.000	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_080.txt
no_draft	case_081	13	128	4.046411	31.632971	0	0	0	0.000	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_081.txt
no_draft	case_082	16	128	4.022399	31.821806	0	0	0	0.000	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_082.txt
no_draft	case_083	19	24	0.758106	31.657842	0	0	0	0.000	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_083.txt
no_draft	case_084	23	21	0.665226	31.568219	0	0	0	0.000	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_084.txt
no_draft	case_085	18	109	3.432123	31.758769	0	0	0	0.000	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_085.txt
no_draft	case_086	16	128	4.014185	31.886921	0	0	0	0.000	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_086.txt
no_draft	case_087	12	128	4.039285	31.688777	0	0	0	0.000	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_087.txt
no_draft	case_088	14	128	4.019227	31.846920	0	0	0	0.000	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_088.txt
no_draft	case_089	12	128	4.021593	31.828184	0	0	0	0.000	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_089.txt
no_draft	case_090	17	128	4.021626	31.827922	0	0	0	0.000	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_090.txt
no_draft	case_091	14	128	4.020706	31.835205	0	0	0	0.000	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_091.txt
no_draft	case_092	15	128	4.021247	31.830922	0	0	0	0.000	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_092.txt
no_draft	case_093	17	128	4.031991	31.746103	0	0	0	0.000	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_093.txt
no_draft	case_094	16	7	0.219322	31.916543	0	0	0	0.000	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_094.txt
no_draft	case_095	17	13	0.409861	31.718070	0	0	0	0.000	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_095.txt
no_draft	case_096	15	11	0.346271	31.767026	0	0	0	0.000	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_096.txt
no_draft	case_097	22	10	0.315491	31.696625	0	0	0	0.000	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_097.txt
no_draft	case_098	20	8	0.252086	31.735201	0	0	0	0.000	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_098.txt
no_draft	case_099	22	15	0.469300	31.962497	0	0	0	0.000	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_099.txt
